volume_m3,slope_deg,potential_energy_MJ,plastic_energy_MJ_front,plastic_energy_MJ_rear,sleout_energy_max_J,impact_duration_s,rcforce_force_max_N,rcforce_impulse_Ns
1831,42,1661,380.2061262,267.9310455,10770000,4.128000021,26681593.12,2545172.56
2946,58,3317,713.9081461,471.6124537,17960000,3.726999044,16279215.83,4586882.488
4100,40,3598,782.8167947,745.8212063,33170000,5.12399888,16230598.25,6315573.582
3978,55,4360,771.1585293,666.7223849,23830000,4.503000736,19650554.33,5518872.661
4102,56,4551,773.4801685,678.8349654,22810000,4.358000994,34352432,6654159.352
1865,51,1940,413.1901835,321.750163,13330000,4.149999142,18599377,3448379.146
5035,53,5413,772.8709377,635.754742,21730000,4.768999815,26156232,5645214.662
3136,33,2357,729.6989124,532.3454541,19980000,5.657998085,36669972,5361123.993
1904,46,1825,378.9046168,353.6884195,12580000,2.672000408,20430763.38,2874767.107
1549,50,1606,415.3136118,218.9725926,11030000,3.421999931,19332558.33,2963737.304
2402,53,2568,630.385831,556.511525,18900000,4.625000238,15509057.33,4604480.969
4737,56,5259,766.9649662,542.1478578,19770000,4.618999004,25748975.67,6301606.57
4366,32,3191,780.7434075,673.4494431,27380000,6.218000174,24043885.33,6240410.647
4152,37,3401,781.9474835,707.1137242,27850000,5.228999138,21593804.19,6700835.083
4589,48,4593,774.4805246,697.2228454,32270000,4.998001099,19001616,6522092.727
2738,53,2934,684.574381,586.8894926,20570000,5.001000881,15850576.25,4295208.826
1661,32,1213,180.0250676,188.2862441,6731000,5.720000744,26123856,2148690.882
1174,30,813,190.8371194,40.11501816,4353000,4.282999992,20929933.33,1581112.643
1373,37,1138,152.6317048,181.7013731,5503000,4.3560009,25508775.88,1628805.751
1375,43,1276,273.02654,155.5355395,7574000,4.479998827,26416770.83,2102477.302
1827,48,1817,333.1195218,293.8185805,11300000,4.626999855,18981393.67,2718352.42
899,46,884,92.08148843,77.27636155,3628000,2.377999783,23140720.23,1019312.268
4873,58,5527,763.1340802,492.6192214,19860000,4.53599906,19580195.69,5802998.98
5075,42,4609,769.3746814,698.833873,27320000,5.261999846,17977797,7104662.8
4688,59,5352,775.7132055,547.4842191,19420000,4.278999806,22800277.29,5171227.647
2704,50,2807,723.4292462,565.6573392,19390000,4.018000841,18980943.29,4779505.505
2301,44,2175,381.0704878,265.954528,11130000,4.986001968,25666920,2744732.073
3409,56,3771,765.2343715,476.5649794,19170000,4.533000946,30439886.67,5359944.431
3655,52,3875,779.7624946,635.0649627,22120000,4.101000071,23408931.33,6212344.815
2497,53,2676,759.2981155,424.8532137,17200000,4.290998936,26486623.33,3995973.685
4591,41,4096,764.3188806,715.1997463,26830000,5.007001162,37721800,7635080.218
1916,51,1990,502.2643735,405.4251711,13880000,4.436001301,18464264,3534127.985
4516,33,3378,777.4172825,705.9034122,29280000,5.77699995,30836410,7019026.32
2382,42,2167,718.6015412,466.129606,18010000,3.974001169,23034458.19,3790150.817
3952,38,3336,762.1175396,722.1446517,25940000,5.56599927,32951491.75,6877408.445
3936,38,3316,778.4044849,728.281745,33330000,4.929000378,18254746,6807282.425
2517,60,2907,767.7595595,444.629558,18590000,4.26300025,29968152.67,4617300.04
603,53,647,94.12020792,52.57704311,3615000,1.939001083,17866605.83,800072.9942
4207,52,4441,778.5350713,680.9181686,23640000,5.552999973,20444137.67,6728110.708
3022,35,2396,700.0932689,487.4349764,18650000,5.204000711,21443028.46,4651945.406
2718,57,3072,731.2495107,420.9923675,17260000,4.413000822,18258268.25,4941664.301
996,44,952,162.4346011,130.3456066,5512000,4.335000992,24289672.18,1212433.101
4645,43,4299,769.4006496,717.9567244,24830000,4.784000158,27464510,6585455.819
825,37,686,80.50802798,65.5491199,3293000,4.680999756,23881165.33,913571.3502
4652,37,3833,770.4402121,713.7568096,25320000,5.212002277,28219936.67,6605321.627
832,38,699,77.20822069,114.6341194,3965000,4.797000885,28495133.33,1267794.623
3381,45,3235,782.7057476,698.723727,24830000,5.265001059,26191003.33,6184577.746
2109,53,2281,619.7356031,392.8599777,16630000,4.549999952,15629457.33,3619599.741
1358,51,1422,430.820055,176.3084673,10360000,4.174001932,17542106.67,2375325.201
3482,57,3875,775.2740237,624.186362,20550000,4.838999987,18436641.83,5179975.022
673,48,689,117.5615033,65.34256955,3341000,3.422001124,17428741.19,940579.3067
860,31,615,57.33809926,62.0839989,2819000,5.357000351,26378157.04,1140985.338
3231,55,3562,779.4973954,576.662831,19600000,4.44099927,27133622,5130781.453
1761,44,1661,518.3879761,260.3269931,12650000,5.004001141,23128592.58,2745593.023
2932,34,2248,641.0940449,477.4556063,17760000,5.294000149,18660323.37,4106536.819
2434,49,2475,694.244602,531.7563209,18090000,3.093002081,17808923.08,3703675.583
3931,46,3837,782.7162997,686.874929,24270000,4.434001207,32697992.67,6932629.625
2465,57,2795,654.5906264,338.5189004,14810000,4.072999954,17568074.67,3927815.106
1920,36,1563,363.4882389,206.0092864,9014000,4.289999962,26933889.28,2182254.652
856,45,823,165.0754415,81.85576503,4495000,3.059001207,21880257.31,1394027.064
1625,53,1741,395.2944434,292.2829379,11800000,4.215001106,16740503.33,2720613.211
503,38,424,84.15043535,27.89033856,2293000,3.542000294,19002751.17,533848.1742
644,58,732,144.8935546,85.80118281,4718000,4.302997828,4260046,926421.0944
3435,55,3792,742.3116067,551.5221607,20050000,4.548000813,23650618.17,6072466.693
2845,42,2585,650.1205831,572.7128912,20160000,4.284001112,19689900.08,4806724.247
1186,53,1278,257.5586642,225.9017033,9932000,3.32400012,30933088,2491802.924
3538,54,3832,772.5834526,591.3657593,19770000,4.382999897,14262602.6,4779078.223
4010,37,3291,765.9225365,711.1431721,25060000,4.953998089,21180636.12,6446331.638
1743,41,1545,349.3518081,236.3778892,9806000,4.980002165,26003250.67,2447692.698
2124,36,1693,444.8474405,352.0053071,12340000,5.568002462,17124470.67,2849122.631
5456,47,5388,705.7487877,613.8906874,24160000,5.440000296,37025377.36,7465178.064
3345,34,2559,759.7926884,581.4567934,21560000,5.063000441,23598539.13,5369626.037
868,46,847,95.28248701,79.12240904,3684000,2.342000008,22717020.11,1173095.657
1651,40,1451,208.1878296,258.7898444,8155000,4.536000967,27380708.25,2969066.807
3652,30,2523,731.598444,376.1202034,18820000,5.145000935,20582483.5,4877313.298
5331,59,6094,721.87424,426.8913064,18850000,4.374001026,36524024,7090330.32
4403,52,4666,766.8685601,661.5212247,21930000,5.186000109,22730280.67,5858999.425
4088,35,3207,781.641285,686.3612704,32390000,6.099000454,23389532.67,7187109.583
5326,44,5009,773.8322227,746.0344268,27250000,5.968001366,29141913.33,6834687.835
5088,55,5588,768.0090586,639.2990379,22340000,4.132999897,19296119.65,6670114.501
2073,37,1711,440.1624804,269.9280666,11260000,5.397000551,25428685.33,2513480.07
3835,33,2888,776.316723,649.8914337,25580000,5.148001194,21583836.83,7768612.036
3549,31,2544,766.7001664,440.3466154,19490000,5.226998806,21484121.17,4832017.916
5100,55,5593,769.1734273,599.2950056,21660000,4.449998856,23172490,6762882.792
989,31,701,35.91158599,62.006354,2133000,3.520001411,27136572.67,833030.1693
1058,53,1151,127.7941601,143.7147489,7333000,3.694999695,17795803.82,1938053.127
3443,44,3230,771.4529274,708.5718454,26210000,4.555999279,29818708.94,6226423.993
3012,41,2685,770.9135724,545.2829475,20240000,4.244000912,18131644.1,4880238.756
2622,51,2739,721.0412417,591.2663587,20200000,3.975998878,16904216.33,4312087.018
663,51,691,60.67453061,46.58007696,2635000,2.737998724,18670870.99,805535.3922
648,35,508,93.65142415,35.90231862,2814000,2.760998726,24229624,840343.7019
819,52,867,64.43753891,84.70298897,4664000,3.823001862,19278087.16,1210726.289
3729,45,3557,786.2151252,715.6164199,26930000,5.068999767,20771330.67,6475325.718
3595,60,4160,777.1520896,523.2675094,18980000,3.476000071,19286547.5,4503072.749
3690,60,4280,770.2780868,433.4580985,18200000,4.499000072,17679688,4871302.458
2671,31,1904,631.6360744,282.0047929,15280000,5.955001593,19089606.71,3523673.089
2029,47,2013,377.2208577,287.9744893,12570000,4.967998982,22076058.71,3044469.092
5060,59,5802,770.2514519,509.4981746,20510000,4.385000229,27402576,6551097.557
3276,50,3405,772.2322835,581.8203496,20080000,3.971999168,26928124,5075865.611
636,41,571,97.49663983,69.08094882,3144000,3.277999878,24158979.92,628663.5286
1063,57,1192,314.5422588,134.9673032,8314000,4.244000196,16370101.5,1847626.288
1423,41,1256,196.3255701,134.1172137,5436000,3.436001301,21761808.34,1534921.779
508,44,489,69.31346111,52.04225539,2615000,4.310001135,24881741.35,872550.3413
4246,44,3981,783.3293733,706.7634755,32180000,4.764000177,26830019.33,7525103.242
4011,35,3149,782.5368799,707.922031,29900000,5.104000807,19062749,6708633.27
3531,52,3747,773.6120455,652.8056569,22930000,4.440999985,22158951.89,5790651.241
3078,51,3210,772.4393082,510.393771,18630000,4.61199975,17786990.83,4449972.8
4028,49,4113,776.5415975,732.2841153,26950000,5.031000137,23604098.67,6248966.088
1004,32,726,222.882882,59.83005098,4619000,4.453000069,19578033.33,1196531.831
2922,52,3096,776.7779649,591.5071,19360000,4.337000132,21686431.4,4939069.142
4896,55,5374,730.9349431,631.082957,22440000,4.749001741,21331160.15,6648749.635
1051,36,857,173.068432,131.92571,5272000,4.89000082,28821064,1364856.758
2132,58,2417,509.2477754,458.631302,13930000,3.598999977,36073795.75,3578393.405
1896,42,1740,353.8496772,277.2250458,10200000,4.649001121,24519217.35,2810615.173
3382,44,3176,433.2765578,663.5309426,19770000,3.421000242,25446969,4691056.418
2997,38,2511,707.888027,479.4230391,18550000,4.65199995,21847510.5,3903436.632
1376,48,1378,296.0598065,171.4564353,9236000,4.679998875,21799032.83,2469035.204
811,31,585,13.36997028,19.9243865,749500,3.97300005,16454660,259938.2495
997,40,882,117.0973718,109.1152309,3777000,4.30700016,22925477.63,941696.4862
1200,38,1002,287.1043376,101.0237633,6133000,3.850000143,25954152,1465243.669
2885,49,2930,772.7504961,622.4637185,21440000,4.347001076,19138673.65,5392042.597
516,50,532,47.46235038,66.17195407,4108000,3.258997917,22192383.33,1366432.419
3420,32,2491,765.1757767,490.1763744,21270000,6.530998707,23699082.58,5587771.856
760,31,543,31.22848952,17.02131166,1237000,2.738999844,23562000,472907.6637
5300,53,5679,706.5063825,593.7427398,21310000,4.258000851,20432227.58,7550601.715
4131,42,3758,774.9449547,738.414708,31860000,5.320999146,18187588.08,6559737.68
3815,57,4255,751.8333149,501.6707904,19860000,4.22699976,21076087.96,5208533.431
1867,42,1691,520.689486,260.0484904,12370000,4.078000784,25440162.67,2591432.137
4597,36,3705,770.8498631,741.6988355,28210000,5.883999825,16200578.03,6579981.298
4698,53,5035,768.8366667,625.1283184,21420000,4.601999998,22578046.5,5694571.553
1755,33,1320,266.310869,130.4778875,6743000,3.856001377,26164213.96,1876750.219
3808,40,3341,780.9960431,723.5083053,30660000,5.207999945,19414405.33,6536807.517
1490,37,1220,220.3536861,227.3630683,7721000,3.736000061,19254254.67,2013945.734
1589,48,1589,365.8597499,339.3882045,11650000,4.217999697,21652690.58,3013899.227
4799,36,3862,777.271335,701.9889531,31180000,5.784999609,382092917.3,157644000.5
878,38,745,206.2744015,54.41183261,4683000,3.263000012,27396889,1057653.394
2142,39,1851,305.9452834,296.6251916,11100000,5.6839993,24213843.81,3165277.58
2649,51,2771,505.0016801,709.3131635,22640000,3.975998878,17402097.79,5016301.688
3946,41,3523,780.0794435,719.2959251,26460000,4.808999777,19885101.04,6205110.296
2764,53,2989,708.0827687,564.5891885,19280000,4.298000097,17083318.83,4450576.87
1454,51,1515,144.7906635,302.8564061,9024000,4.055999756,18166309.33,2525350.197
1105,43,1028,227.2241161,116.6976199,5574000,3.799000263,17896714.68,1258744.048
2028,58,2325,456.6398409,439.7268807,13760000,4.289000034,17295282.35,3064973.496
739,59,846,212.7736425,138.4773665,6283000,3.755000114,17951442.31,1450848.299
5024,59,5757,764.4491489,488.8565743,20030000,4.328999043,26889118.28,5540743.139
4897,48,4907,775.0418434,677.7609632,24320000,4.746000051,28781326.67,6597939.302
4227,34,3265,782.5931499,703.4172033,29830000,6.352001905,24461340.93,7370208.075
1572,53,1676,474.0783093,336.7380402,13760000,3.48899889,17056194.89,3017253.414
4020,44,3776,782.0127655,705.6192449,30630000,4.550000191,25676162.83,6474767.295
2075,50,2123,681.6047035,439.4025452,17370000,4.018000126,20663826.46,3519526.048
4167,38,3491,783.3977757,701.900845,28790000,4.991999865,25519959.67,6563769.339
4621,33,3465,766.5942707,644.6925467,22760000,5.599999666,29375822,8095648.875
1704,47,1666,378.2792018,237.2445395,10680000,3.798000813,22761308.55,2704580.033
2523,52,2673,530.6218345,541.7169417,18130000,4.480999947,17878548.83,4122219.827
1195,53,1272,132.5525809,247.5831748,8569000,3.904000998,17960358,2496915.469
2048,56,2276,676.0950966,338.9962478,14510000,4.605999708,15366354.88,3037155.002
3826,43,3549,781.1880774,639.5939399,25070000,4.103999853,22619395.33,5882705.807
2233,57,2499,592.1980343,533.9257946,16300000,3.779000998,15647063.75,3549637.034
2714,37,2231,584.3004912,439.984876,15620000,4.57999897,23109229,3779444.686
4850,43,4508,786.2171787,724.2237993,35880000,4.976000071,18770686.04,7243161.631
510,37,419,20.81879751,37.79119623,1477000,3.323998928,2782179.333,264340.9327
1832,41,1631,345.0454841,255.6786875,10570000,4.731000662,26037425.54,2511019.011
1974,53,2128,371.61332,460.0371413,15580000,3.434998751,17240880.5,3264791.054
1202,60,1400,422.3489546,169.4270376,8833000,3.463000774,13178766.3,1536455.014
1378,42,1271,239.222039,138.1362826,6891000,4.080999136,28395186.67,2043388.292
2543,42,2296,726.6680462,427.8203337,17140000,5.063998938,21954392.14,4369167.09
2322,30,1607,243.3758483,208.076237,7813000,5.147000074,25644849.7,2629800.666
2456,38,2069,578.3335481,406.602494,14910000,4.113001108,24745319.32,3707544.464
3240,55,3592,773.5424763,584.3934929,19460000,4.019999266,17254747.75,4978344.218
5437,52,5759,609.6548786,561.3531804,21380000,4.435999155,28994330,8509587.813
5091,60,5880,764.4016238,407.9704886,18290000,5.057999134,37175622.67,5424501.325
2208,40,1949,386.6405064,314.9624737,10930000,3.776000738,21350427.83,2640076.957
1885,34,1443,249.9939809,246.7360652,8122000,4.296999931,27940622.33,2448189.748
1084,40,947,194.9260754,49.52812736,4112000,3.144001007,17420136,1202548.383
5438,34,4179,464.5277856,227.4014001,13150000,6.782000542,27916731.45,7452992.097
1690,38,1427,289.9767328,117.0945535,7135000,4.496000052,25264232,1748006.81
1893,43,1741,257.8610957,196.8814702,8203000,3.645000219,23781850.67,2416540.57
2930,59,3342,702.6679985,401.9657668,17480000,4.398998976,30325396.67,4976373.395
2692,60,3110,714.1316964,390.0449083,16080000,3.739000082,16250800.67,4233902.353
2157,48,2163,508.8945792,416.4140184,14870000,3.782001018,20448156,3580448.311
2173,34,1689,356.5501602,153.1427271,8529000,4.740000248,23183250.6,2018726.877
4320,59,4951,781.6089115,596.189728,20740000,4.25699997,27314992,5556779.851
2645,33,1977,483.7191099,233.7311259,10930000,5.241000891,23690044.94,3296220.008
3842,41,3436,775.7756259,668.3514911,24300000,4.703999996,24318795.33,6234678.931
1147,34,893,95.13357654,74.97490702,3231000,2.977999687,24289231.29,1247620.783
5283,44,4971,769.9102266,714.9349396,26840000,5.651000023,34104630,7168932.234
4748,38,3997,764.6900149,691.227401,25160000,6.195998669,20054760.9,7091730.473
2584,34,1983,593.5709912,412.6747512,15370000,4.710000515,33443342,4222174.994
1995,46,1937,720.1032859,309.3890429,15280000,3.793001175,18179044.54,2899508.714
5018,37,4129,771.3204534,710.8565993,26420000,4.785000563,23964622,6866206.265
1632,35,1279,226.0936821,181.800755,7529000,4.266999721,25271609.65,2506332.846
2335,35,1831,497.3540206,299.2608473,12220000,4.454999924,26342935.08,3398688.581
5427,39,4655,738.3790754,479.6251315,20740000,5.83100009,39187869.72,8808568.09
4154,41,3704,786.1344654,716.6515329,34220000,4.575000048,25451048,6778652.936
4075,35,3192,775.6487883,693.5348906,31810000,5.821999788,17612725.75,6757034.328
3159,35,2470,779.1687973,487.9123693,20150000,4.954001427,17776526.77,4894680.715
4977,33,3733,772.3503856,692.7863007,29850000,5.990000725,28559228.65,8710038.544
4965,38,4175,767.7578597,712.7159581,26640000,5.194998503,32755649,7482104.975
1128,33,849,131.0861598,77.33686142,4205000,3.768000126,25196140.21,1338631.549
1819,41,1627,369.923534,142.5277102,8179000,4.643999577,25936123.06,2029993.519
3618,31,2568,781.3737185,495.6461087,21120000,5.504999876,18452718.5,5106732.493
3078,46,2987,469.8398069,652.273511,20310000,3.651001215,22837890.25,4817730.621
2376,47,2359,670.023731,417.6235944,16260000,3.891000986,21542177.25,3400771.174
992,56,1105,143.8451013,170.5238154,7287000,3.228999853,15021368.24,2049705.434
3079,34,2367,739.3921695,536.1647037,19790000,5.401001215,20993472.08,5021861.749
2373,55,2597,612.2199576,583.1373971,20040000,4.269999981,15764675.88,4218364.392
3067,43,2845,783.2206944,669.125352,22910000,4.529998779,24909128.67,5609230.189
2158,34,1638,326.306632,275.4378672,10160000,4.821998596,25047201.96,2826135.503
2152,43,1984,426.1577232,329.8620737,12700000,4.71600008,22727685.33,3236155.212
3317,30,2294,507.1443347,312.1308829,13420000,5.884999752,20777637.81,3836159.216
4911,49,4998,780.1556244,709.2085709,30660000,5.278998852,22927503.33,7106245.1
1251,50,1306,286.9756389,174.2679272,9398000,4.055001259,18710968.67,2259794.88
3046,43,2834,778.0247614,669.2674464,24150000,4.773001909,19204121.17,5263568.103
5057,37,4148,771.3284032,766.7024995,28560000,5.199999809,18690756.17,6873604.215
856,48,840,139.711591,155.7714508,6270000,2.835999966,10624254,1567418.333
1042,49,1051,141.870404,100.5935041,5462000,3.468998909,14149673.33,1551056.791
3065,32,2256,759.6933791,389.3896583,17310000,5.339999199,20760585.58,4841611.604
3154,59,3620,742.4213528,529.0514549,19670000,4.173001051,23711340.79,4376143.492
1670,49,1680,263.958907,139.9463607,8161000,4.127999067,21801772,3236031.271
4463,45,4269,769.1959903,676.3409252,21890000,4.417999268,21994012.67,6688727.175
3207,44,2993,759.4676605,622.8241139,23090000,4.730000973,19731147.58,6051084.643
4286,30,2952,775.3171388,563.8835,22580000,6.016000986,19285634.19,6604568.039
4090,45,3940,774.2007598,702.7199949,31700000,4.899000883,24026072.33,6770528.701
2054,58,2326,403.0453577,533.9392359,16600000,4.234999895,16972360,4721466.687
4568,45,4366,762.3078532,674.7124075,23580000,4.410000086,18416454.67,6420593.44
2879,41,2579,772.6945296,638.2935092,23080000,4.491000176,20987135.67,5204007.916
1858,41,1659,288.1885886,240.2320181,9767000,4.217998028,26094174,3187739.672
1138,42,1023,112.5859394,108.2393384,4019000,3.331999779,24303586.16,1240217.575
5229,44,4911,764.8634319,759.9065904,28150000,5.590001345,22080008.9,6458658.484
4708,60,5452,767.8343496,428.3764729,19820000,4.27300024,21137370.67,5161207.786
3212,60,3734,777.0705239,371.5801491,17470000,4.221999884,18189986,4769960.02
4357,38,3654,777.9176462,688.4274097,34380000,6.316000223,24904241.71,7143680.561
2909,38,2460,664.5568479,484.1897732,19160000,4.478999138,25304856.6,4948548.561
5193,55,5712,767.0065675,650.1023719,23590000,4.315000057,19338770,5972529.585
2846,36,2286,764.9359125,480.3615221,19970000,4.62899971,19428384,4703648.151
1076,53,1155,220.0752372,195.3690141,7543000,3.859999895,17529318.33,1807239.012
1922,54,2091,550.3109674,371.9811873,15040000,3.254001141,17174419.08,3148847.593
3946,44,3709,773.0684206,710.0433741,30470000,5.485000134,17045238.67,5956255.386
4849,47,4786,778.1594523,767.1816076,28620000,4.845000982,21271763.33,7640166.194
4711,39,4043,771.3794672,717.2702773,25920000,5.716999769,20520742.21,7559029.45
3759,42,3406,779.9317015,697.9676932,28640000,4.960000038,23802057.33,6370300.764
1543,59,1790,392.8775795,278.3466571,10810000,4.075000763,16530890.17,2411253.262
2968,55,3281,732.2519101,562.7674728,19190000,4.426998854,17657127.51,4666402.529
3734,50,3856,771.128411,764.47566,24500000,4.928999901,36746088,6236114.083
690,46,669,79.63811442,66.10836865,3042000,3.696002007,3453253.333,710832.9125
2867,48,2888,716.729076,392.6499999,17130000,3.950000763,21260526.33,4667186.313
1546,45,1487,357.4249244,194.5855219,9630000,3.997999907,19581743.33,2393412.138
4546,44,4276,784.3606367,707.7027136,32460000,4.93599987,284184160,54185888.23
2748,38,2333,586.2485104,384.0180964,15180000,3.884001017,36026042.67,3738404.27
1856,52,1972,535.0034238,460.0836601,16120000,4.234999895,17825317.83,3296681.573
646,33,479,0.046561386,99.92025119,1928000,3.681997776,24930242.67,918992.0852
4689,49,4758,766.2623247,672.7111226,23340000,4.408002138,18256874.63,6228712.79
2264,30,1578,342.4720848,207.5544219,9244000,4.225999832,25004795.14,2369034.009
2818,50,2899,773.9330752,623.2650657,20360000,4.193999052,18150035.67,5117082.195
5150,60,5941,767.8949578,380.3274384,18650000,4.464002132,26690960.67,5254446.691
670,32,478,49.7430395,16.16531058,1519000,4.096000195,23282306.17,783681.4262
1842,52,1960,328.8907824,428.8999887,13810000,3.957000017,20292696.17,3350193.382
3829,56,4241,772.2851155,644.436298,21010000,4.313999891,20145169.96,6394184.564
1811,59,2064,577.5130876,352.4159464,13640000,4.390999794,14829275.92,2942580.45
2861,37,2349,651.8373375,329.3811291,14420000,4.161001205,24777418.65,3171412.566
2303,59,2673,482.619168,487.265297,14770000,3.417998791,17217662.83,4018325.997
922,55,1009,289.8456167,122.1762376,7702000,4.232000113,15502987.17,1948537.167
1340,53,1421,353.5152949,255.7914056,11020000,4.905001163,17077978,2584119.9
1983,31,1392,238.9954404,154.4573418,6944000,5.418000698,23309479.81,2271286.217
612,33,451,28.6140313,49.54824489,1710000,3.997001171,12526287.56,458847.5776
3292,52,3485,770.4582231,568.4206559,22100000,4.245001078,15711442.08,5387097.135
5294,58,5996,738.8785647,450.2169852,19800000,4.197000027,29718353.42,6245203.599
3352,59,3844,757.3616504,440.368188,18600000,4.338999987,31995928.67,5200505.481
4811,52,5114,773.7346069,709.5901827,25230000,4.497998714,20915684.67,6085141.581
5060,33,3792,764.1033232,738.7283926,28950000,5.737998009,17307368.45,7864378.188
3652,37,3021,778.9026407,657.1815006,22980000,5.619000435,23307720,5484954.302
3465,60,4028,775.3129542,415.8781439,17890000,4.392998934,28607885.33,4095126.993
920,30,632,66.03580266,31.26950303,2218000,5.193999767,22208040,994470.8129
5010,38,4204,772.6379131,693.6305678,27620000,5.567998886,35669833.92,8274707.662
1029,55,1126,286.0435663,162.5441786,8279000,3.530001879,17577452.38,2214981.539
2516,47,2487,639.4233313,524.5329988,19820000,4.161000013,18658925.58,3361884.528
4373,53,4702,765.7609423,684.1134502,24060000,4.606999159,22260274.67,6702177.54
5376,52,5688,697.0263787,501.0372067,21490000,4.206999064,32333425.42,8765116.795
1885,30,1300,170.3619285,169.7519844,6052000,3.971999645,26272133.67,2042904.092
2355,31,1688,394.9150585,175.2049903,9022000,5.797999382,28042927.75,2699524.022
4086,47,4019,776.8323591,719.517533,27800000,5.574001074,17431471.58,6334797.325
1428,49,1439,348.1719057,219.0739287,10340000,3.775998831,17488709.83,2461536.123
4798,51,5012,774.2647354,721.2666886,24880000,4.80700016,17509845.67,6732240.807
2545,30,1761,430.6488312,279.9663591,12240000,5.236000061,23704330.74,3693953.623
3498,57,3931,755.6689356,380.7014874,17330000,4.452000856,17669961.92,4821353.498
2230,54,2419,625.1609839,352.9240152,10350000,5.025999069,47529188.52,3872312.548
5184,60,6007,770.1822951,480.2379487,19340000,4.448998928,20938393,5979437.841
2283,44,2158,490.9144976,526.1658595,17580000,4.107999086,40142174.33,4172980.991
1428,35,1135,234.1967801,140.2689711,6518000,5.312999725,30249408,2508043.122
3740,30,2566,745.1188859,508.6586523,21410000,5.389000893,22705669.33,5065005.554
771,45,729,140.989764,63.07655338,3653000,3.201998711,22514378.67,924782.7104
4236,43,3906,782.5890613,773.0884918,31410000,5.496000052,20357947.33,6455856.32
4287,43,3974,781.264177,740.1624617,30180000,5.068000317,15329273.33,6294615.09
1055,42,946,152.3377074,77.79732769,4314000,3.697000027,18102173.33,1293360.739
2822,53,3042,783.7135587,618.8291285,20420000,4.436997891,16227104.83,5207185.605
766,41,677,81.69639154,109.6833353,3480000,3.401000023,25083690.67,727435.9798
1890,50,1967,482.2772344,370.5407713,14170000,4.314999104,17963339.23,3059317.163
3342,58,3776,774.933714,495.5420482,18960000,4.481001139,31242408,5574827.975
5041,34,3881,768.0480191,711.1635202,35020000,6.14599967,23104147.79,8104624.898
3195,42,2901,759.8690151,621.5529699,22070000,4.813999176,21821694.38,6361380.406
5310,45,5078,774.0280058,725.3680157,29460000,6.04600215,24346645.33,8157456.592
