volume_m3,slope_deg,potential_energy_MJ,plastic_energy_MJ_front,plastic_energy_MJ_rear,sleout_energy_max_J,impact_duration_s,rcforce_force_max_N,rcforce_impulse_Ns
3124,30,2174,467.5895035,306.410071,12860000,5.318000317,27039372.42,3489221.73
2128,55,2347,646.0277022,466.2769877,17070000,4.412001133,20328162,4162081.656
5344,60,6178,569.1306927,290.9303877,15340000,4.409999847,32793600.33,7405048.571
2342,31,1676,439.4344252,194.9551714,10470000,6.181999922,25103205.93,3294002.892
2977,44,2784,780.3467722,657.0134558,21740000,4.464000702,18685595.5,4954460.558
3658,57,4108,773.3396532,652.7601495,20410000,4.07200098,28068573,5528546.055
2450,57,2756,598.0037702,539.5823356,17570000,4.487000942,22957236.67,4200472.87
1185,48,1178,384.0757636,180.2540695,9172000,4.337999106,17084262.51,2103616.199
1142,42,1028,191.9516223,89.97657576,4533000,2.92399931,17877501.33,1224753.395
2601,52,2747,722.1245591,511.0194408,17950000,4.031999826,18025680.83,4819890.44
3297,50,3382,781.5235053,650.4373888,21190000,4.401000977,37253028,5643997.214
4667,41,4172,770.0279301,737.8877472,24690000,5.363001108,22423144,7139415.209
1153,36,929,218.9987758,152.4527309,6170000,5.005000353,20731016,1447891.259
4593,39,3934,782.3957982,747.4795643,34610000,5.086997509,16495031.92,6557979.156
2684,50,2764,646.0105442,569.9612955,20280000,3.822999716,17746706.67,4172444.832
3879,43,3605,778.9187454,704.0520474,28340000,5.336000204,17492105.5,6087962.712
3932,39,3368,780.2392888,711.3122235,28330000,4.807998896,26845213.96,6628842.865
1606,43,1504,331.8305087,235.2490607,9234000,5.263998509,27576625,2941896.192
3413,41,3050,774.387371,716.9490291,25200000,4.779000282,27511890.17,6417526.043
3299,60,3837,775.4568904,394.7403929,17110000,3.971001148,21876469.92,4065155.17
3349,37,2754,783.0321071,614.333795,21110000,4.466001272,17826448.25,4434628.135
5269,47,5212,768.1226224,758.859735,25190000,5.479999065,37159932,7088605.975
2368,43,2186,557.5718561,445.0144394,18000000,3.921000242,22484953.04,3418337.056
2091,37,1711,390.9771896,228.8904718,9590000,3.288000107,24570726.38,2877693.468
541,39,465,18.43470778,30.77133729,1122000,1.687999725,24762105.91,391351.9155
4903,45,4696,768.2079433,729.6054963,30030000,5.029000998,25106864.67,6786906.527
1186,32,870,80.56069692,87.66393716,3231000,4.149999619,25904474.67,1432101.501
3430,45,3264,766.2338581,680.5085202,24180000,4.005999088,31708662.67,6343937.182
3133,47,3107,748.0470038,667.35396,21200000,4.108000279,19392239.88,5473275.666
594,45,570,70.6101508,49.43948625,2465000,2.370999813,23487803.67,797420.224
4815,46,4685,770.1108841,714.6937099,23590000,4.260001183,24589489.33,7530944.674
4174,45,4010,783.4143103,721.4141623,29310000,5.336000204,21981331.1,5918156.878
1518,40,1314,387.3749263,133.8154217,7862000,3.653999806,24569739.19,2130039.369
2326,41,2069,502.2954323,329.4847408,13640000,3.796000958,25767071.33,3526343.755
1849,41,1652,390.0803299,247.8598686,10270000,4.339998961,24299337.15,2843871.24
4456,33,3328,782.9765772,692.5718557,27400000,5.682999849,18698805.25,6264517.754
1675,55,1856,331.4194839,371.7204678,12640000,4.217999935,15806869.33,2849554.724
812,56,899,248.2724926,107.9684877,7297000,4.299000025,41456202.67,2209277.11
2991,48,2993,772.9749604,677.6681101,23620000,4.644999743,21685386.31,5960001.43
1420,35,1127,148.7174621,131.810682,5146000,2.365000248,25035830.33,1563642.15
1552,51,1632,453.3950184,331.9713679,14020000,4.107998848,19685167.25,2548057.299
2160,39,1836,593.796172,416.9771809,15890000,4.783997774,26119968.58,3975624.008
2084,48,2077,377.8692747,338.7008519,13720000,4.118000984,22316113.25,3382547.167
3803,45,3639,776.4035614,744.6312827,33300000,5.250000477,24603582.15,6768332.298
5129,56,5699,766.3869672,626.6552351,22850000,4.474999905,19761056.83,5705995.029
5026,49,5123,770.879627,666.9674101,23510000,4.960999012,32137367.33,7923241.211
5322,46,5176,738.6001141,715.9943958,23490000,5.858000278,23951241.33,8241055.097
2626,50,2698,768.1315543,651.9595941,22870000,4.611000061,17346741.21,4609366.736
2417,56,2685,632.2259464,404.8495242,14620000,4.670999765,17071574.79,3250270.053
1789,54,1931,503.7861056,296.3562298,12860000,4.540999889,17433993.04,3097150.805
4233,55,4648,772.4929489,659.3091202,23170000,4.333998919,19232448.67,5970869.062
4259,49,4347,778.8793198,741.8618598,26120000,4.947999954,18716566.83,6110765.644
5199,41,4635,761.3220406,728.9863831,28120000,4.547999859,30951503.33,6897271.901
4587,46,4461,774.168337,644.9338971,21630000,4.308000803,16620224.75,5347899.8
1159,35,910,215.6172332,90.93386879,5209000,4.879000187,23185476,1265023.874
4935,54,5356,771.7598216,623.1389928,20820000,4.517999172,23253674.33,6258304.449
651,46,631,59.86737197,105.7604507,4328000,2.970000267,17161244.54,1259448.994
2638,57,2967,779.8713722,615.5364093,19650000,3.68900013,16149121.67,4302746.703
3873,32,2818,751.5534306,601.808445,21810000,5.798000097,25095872,5200041.422
4313,60,4988,765.3378151,490.218816,18790000,4.553999901,19456792,5130329.514
1433,49,1471,316.0354823,212.2461308,9956000,4.60699892,19440345.72,2299799.487
1721,56,1899,569.3602371,271.3599121,12480000,4.441999197,22428176.08,3471189.371
1163,34,898,176.9868929,128.9535897,5512000,4.697998047,4215218,1271661.127
4822,30,3342,762.0021834,686.3585944,29310000,5.991001129,25259649.33,7871036.995
3885,51,4031,775.1661609,668.0016279,22040000,4.475000858,31500932.83,5220855.404
4060,53,4361,770.5358835,666.7160944,24290000,5.067001104,21454745.67,6505843.724
5299,57,5951,762.9356042,610.1311784,21490000,4.364998102,20119591.33,6756338.188
3656,33,2747,734.0301761,588.6918998,21870000,5.029000282,22462286.63,5436265.531
2019,58,2289,534.608903,488.9814371,16890000,4.08699894,14987947.23,3753643.238
2791,31,1987,676.5852584,346.0380256,15950000,5.384999275,23411204.92,3794389.98
2473,37,2045,336.0929694,353.3118615,12230000,5.333999872,29482584,3887983.306
3137,60,3634,759.0979742,505.5739891,20170000,4.245999813,19874548.67,4971512.302
2531,43,2329,713.3389896,467.0321578,17440000,4.292000055,20704244.67,4258293.843
2974,47,2937,770.2648402,680.6851377,23640000,4.649002075,19052758.67,4948838.937
3355,53,3595,775.6043189,623.3352805,20420000,4.252997875,16973182.67,5993742.542
3071,41,2726,764.9626627,628.997537,21790000,4.889998913,17348916.67,5117585.663
4359,43,4035,783.6040623,702.0535399,37770000,4.56400013,153267306.7,9542352.979
3407,48,3409,783.1807433,686.8017527,25170000,4.840998173,29201492,6065321.996
2850,60,3273,784.614614,482.2299765,19110000,4.402001143,14341448.5,5025296.694
1861,39,1587,337.7260916,197.650387,8958000,3.832000017,25820697.02,2580780.259
2835,50,2921,780.4593791,614.6260176,19630000,4.001000166,18203286,4567620.719
3545,37,2918,780.4455028,620.9986484,21430000,5.0849998,19870397.25,4827574.622
1641,54,1762,328.2686938,321.5026279,12310000,4.583000183,17147726.9,3089441.246
4491,36,3620,771.430035,744.235675,26590000,5.438001156,18752706.83,7810488.497
1140,46,1113,205.6697592,97.6110305,5759000,2.946001291,23023894.83,1108630.023
1264,46,1228,310.4004383,155.7227193,7873000,4.055999756,22773744,2337796.352
2414,58,2750,660.0309858,560.2948025,18580000,4.142998934,17957202.75,3435311.35
2386,39,2058,460.243342,425.9617607,13320000,4.107000113,23057189.27,3349399.644
3725,40,3261,775.6387946,730.6606473,26530000,4.910000324,20570052.67,6249965.829
3922,53,4199,684.4821696,666.6783722,22360000,4.385999918,24367791.33,6311055.894
3290,36,2654,682.9811636,595.5830203,21270000,5.303001165,22637504,5489606.263
3371,50,3493,437.6395287,707.9184598,23280000,4.456001043,19338713.33,5449339.582
509,48,518,56.47628473,16.40008038,1402000,1.558001041,18704405.33,258774.7692
882,37,713,102.5419003,25.04591242,2604000,3.664000988,20135466.34,715245.4542
2284,43,2116,536.715417,257.4502331,13110000,4.648998737,24672560.16,3143815.808
2642,37,2162,599.2186005,408.4734087,16080000,4.988000155,24610687.3,4020814.501
3551,53,3787,770.2162982,614.5708379,21890000,4.50399828,16003675.25,5697335.578
4946,40,4320,772.2039743,759.4194637,27070000,4.863999844,19704321.63,6313775.182
2522,38,2099,439.1784289,376.5990922,13410000,4.349001884,24625360,3837013.215
4762,41,4238,765.6217181,766.3532321,25950000,5.379000425,23705519.33,6189629.085
2851,50,2944,778.0074194,598.007023,23040000,4.543001175,24706550.49,4968157.384
2986,47,2956,770.0879538,628.2057046,21650000,4.692999125,18333930.67,5543109.252
3134,30,2175,722.0397168,386.7170417,17530000,5.161999941,15230397.15,4072525.431
4602,59,5267,659.298216,547.2676315,19140000,4.589999914,25538585,5278708.369
4632,46,4492,763.75266,752.1383733,26950000,5.502999306,19505389,6977239.309
4962,36,3988,766.7125896,744.7378899,29080000,5.976998806,29184057.59,7894382.771
2773,37,2269,380.4698511,336.9507499,11120000,4.441001654,27672339.92,2602557.629
1807,38,1498,327.0041643,192.1083515,8509000,4.656001091,29498040,2123805.834
3988,47,3958,775.1504013,686.6945,24040000,4.049000979,20925199.33,5672275.758
4074,56,4520,774.8000854,633.684415,22100000,4.551000118,20395882.17,5011178.289
1084,51,1141,340.1503059,175.2604821,9344000,3.494000912,17975577.13,2355435.605
920,44,882,125.2983091,148.686488,5698000,3.927999973,22556591.09,1677521.63
4224,42,3818,779.1827881,733.7882282,30500000,4.963000536,17444647.17,7085545.601
4170,40,3661,768.8810882,692.2856721,24950000,5.155002117,34895258.67,6600763.346
566,43,521,82.17245977,0,1390000,1.982000113,2693526.125,213104.12
1903,44,1772,470.2814887,298.8291398,12220000,4.523999929,21607827.6,2796351.866
2292,52,2435,769.4565812,448.3838329,18230000,4.177998781,16867617.85,3994140.677
2516,33,1872,447.9575723,263.797625,10900000,5.399999857,25643880.33,2937319.052
3703,41,3287,775.6872419,702.2145757,28590000,5.188000202,17759493.61,6216816.776
4071,46,3951,780.3048417,740.9199919,29380000,4.709998846,26639180,6425443.628
1706,60,1953,558.7555756,322.5938202,13300000,4.015998125,13541024.6,2576912.163
2849,32,2081,676.7110613,437.1270871,16990000,5.085000515,22023181.18,4054690.728
2473,34,1916,525.0100763,324.4605709,12710000,4.805000305,26622699.83,3205166.019
1163,53,1261,363.8227228,215.9267498,10590000,4.465000868,34359980.67,2986855.082
1878,34,1449,341.2000259,210.0862006,8594000,4.32900095,26658909.38,2635820.915
3071,32,2255,733.7979807,484.1221222,19720000,5.532000065,25664746,4801940.38
1598,44,1510,296.5204081,229.7700011,9103000,4.48499918,25652912.79,2236110.003
2278,56,2517,777.3574836,277.0682818,16150000,4.053000212,16436957,3539745.272
2402,53,2593,440.4302291,565.5316062,18040000,4.747999191,17759440,4999764.2
4353,59,4992,777.8304218,634.0825958,21460000,4.915999889,23402706.33,6178482.018
3294,33,2464,768.619551,568.7628666,22060000,5.517998934,22085278.67,6483159.733
3963,31,2825,761.3988827,626.1861786,22960000,6.075998783,21003712.75,5671704.722
1728,60,2004,546.7920155,393.9450442,13870000,3.186001062,17861863.83,2553583.197
2610,51,2739,783.2058705,617.0450845,20100000,3.741001844,28522722,5052090.803
1496,45,1447,178.3410094,206.2236758,7677000,4.176001072,22052313.01,2249404.07
894,43,819,144.2088536,144.7597588,5169000,4.619999886,24390058.67,1487757.864
4786,40,4180,769.5437266,726.4352611,23150000,5.573000908,22419946.67,6641328.935
1104,60,1276,322.1178555,173.3908043,8293000,4.397999287,13764099.57,1825103.045
1278,40,1127,151.5940846,107.9074077,5079000,4.678002119,25364271.21,1269469.241
1309,37,1081,236.2057123,144.7343654,6267000,4.130000115,23936472.58,1989264.851
2067,35,1638,382.0137039,357.1429152,10930000,5.649002314,26723522.54,3348257.473
654,55,709,87.26321886,103.48888,4414000,3.863999844,14563548,1359239.747
2546,40,2218,562.1726989,495.2026705,16870000,5.22900033,27055234.79,4106878.872
1060,52,1115,230.5350039,158.980829,7217000,3.640999079,15859927.57,1969705.116
2705,60,3137,599.6549626,428.3643179,15820000,3.820001125,15014124.5,4208160.38
2847,44,2670,765.6044698,605.9361509,21700000,4.483000755,24050706.67,5463153.607
1614,48,1625,223.6265681,247.0550203,8848000,2.917999983,20748284.93,2504175.842
2143,58,2408,476.3510729,592.6439571,19060000,3.723001957,28261883.49,4533774.062
3806,33,2863,706.9445197,675.4953574,22890000,5.310000658,20560174.12,6084513.594
4110,44,3864,770.0143428,642.104417,22240000,4.235000134,19206400.71,5661333.187
3619,30,2486,772.0711531,426.3057628,18890000,6.387002468,19217439.48,4911809.869
4337,41,3883,778.9840028,705.7396055,31650000,5.72900033,24061650.67,6569029.668
2885,49,2925,774.6830689,668.8513846,21410000,4.222000122,28610311.04,5696161.991
4387,41,3902,782.7802562,695.2401629,34200000,5.434000731,23115073.33,7424013.233
4461,54,4839,763.5519008,532.1436613,19640000,4.212999821,24707537.33,5773778.589
1046,33,784,47.76858637,109.6118542,3346000,4.354000092,29502080,999517.439
2683,35,2088,494.8328065,361.2961206,13570000,3.364999294,26192729.66,3098402.713
2330,38,1956,468.3867873,403.605976,14220000,4.139999867,20205760.92,3652880.867
4292,54,4665,778.957778,674.4882541,22190000,4.46600008,29178119.33,5859459.373
4200,35,3299,774.7764652,718.1690379,29130000,5.734999895,29355053.33,6351434.59
3202,59,3670,764.3133356,378.0989405,18080000,3.913000822,21900790.17,5686808.055
5437,52,5757,671.7069352,476.9594278,19870000,4.176000118,27144490.11,8066595.568
887,55,973,245.9288883,116.4637028,6890000,3.55700016,15246481.11,1921813.841
3303,45,3136,747.4398276,588.39226,22770000,4.993998766,18609172.17,4581661.142
4516,38,3794,767.9209399,651.2046844,23700000,4.684000731,40400660,6634916.531
2729,38,2306,710.6269309,546.1014656,19040000,4.52699995,21763768.35,4416423.023
3689,38,3113,776.5055075,695.4538054,29260000,5.395999432,18043928.5,6589324.648
3261,41,2915,777.0757566,585.2958285,19680000,4.086999893,19924199.04,4450820.905
3729,34,2883,778.2796737,718.8780295,23780000,5.297001362,20292967.46,6220349.083
2513,42,2276,539.4544855,521.5059992,17670000,4.062000036,24547852.83,4002584.122
1440,30,1000,142.0057936,89.13669372,4571000,5.206999302,24859125.33,1499194.164
4427,38,3721,785.2798652,714.2770178,35170000,4.860001087,17997683.58,6533765.097
3945,54,4294,776.5500331,567.8423549,19690000,4.553999901,24226221.85,5763679.721
3412,40,2953,721.5893046,672.9610722,23010000,4.871001005,20498116.93,5992904.299
5029,34,3862,769.0468423,660.9497356,23480000,5.107999086,23566896,6928137.213
1226,48,1254,382.6242704,220.7128047,10130000,4.345001221,19918534.08,2875083.526
2845,46,2765,657.7850803,525.006367,18960000,4.05699873,29102637.05,4343475.585
4775,58,5418,759.5390674,555.8809918,21000000,4.914000034,33378915.33,7466026.758
1789,30,1237,314.6331965,181.2713315,8301000,5.158000231,19045053.33,2300450.871
2614,53,2773,781.6822353,517.2200234,19490000,4.366000176,16796291.92,4997809.232
3331,46,3242,775.2244138,695.1792595,24540000,4.423998833,17486063.33,6088551.933
4752,40,4167,779.3543374,745.2464797,37770000,4.178999901,671612693.3,65308212.23
4997,55,5478,779.462225,639.5024605,21650000,5.133000136,18569144,6690952.156
1282,33,964,70.30855459,116.9852946,4051000,4.876000166,21472728.35,1414958.698
2647,52,2814,630.9199154,604.3750502,20980000,4.464002132,19234349.54,4575630.37
5255,49,5342,779.7148627,669.1177614,22570000,4.869999886,18111830.54,5801522.481
1616,60,1881,506.7750553,354.4948232,14350000,4.130000115,26484943.33,3255875.265
4377,40,3838,784.6842066,690.8341745,32330000,4.795998573,304361013.3,32965175.93
1419,41,1259,223.3705015,194.6913343,7407000,3.79599905,25877509.59,2391029.898
3101,56,3440,574.5576888,705.2681275,22950000,4.137999773,16665225.42,5193685.423
3040,43,2805,784.5089618,647.1045656,22930000,3.928001165,23587506.92,5060046.461
4067,50,4201,778.2764843,707.9678388,23240000,4.607000828,29636938.67,6210968.52
4421,45,4248,784.2295757,700.9001024,30120000,5.428999901,27400995,6821618.218
3737,37,3089,780.6767525,709.6698053,26720000,4.771998644,18606542.88,5247005.887
4545,46,4410,764.37374,647.3586451,23740000,4.737000942,21242273.79,6448721.468
1162,34,886,109.8772811,89.91904762,3726000,4.386001587,26494328,907963.6378
1925,34,1482,242.3174391,163.1230888,6714000,5.044999599,26343663.27,2205819.469
2577,30,1783,554.840654,309.4194113,13880000,5.800001383,17057580.27,3126256.517
1928,43,1760,387.6329534,263.9000293,11200000,5.076999903,24254077.33,2777560.751
4959,39,4247,779.1887075,736.656935,25130000,4.837998629,30477238,7230301.437
1282,53,1357,291.8794486,172.7019257,10610000,3.888000012,16669852.27,2610488.349
3651,55,4036,772.4932145,639.3011894,20600000,4.021999836,26531288.17,5279638.9
2309,36,1876,390.9816943,302.2193924,10590000,5.04700017,25145028.56,3564859.48
670,60,785,104.0723306,89.77559631,4162000,3.803998232,12008662.67,1020898.992
3066,51,3200,763.6479896,490.4646551,18280000,3.977000713,31374031.33,5051558.561
850,36,688,123.267125,57.3718867,3346000,3.516999722,21461031.26,980531.9416
4785,56,5319,768.6281732,612.7934207,21050000,4.332000017,33467360.67,6163666.19
2144,58,2430,486.3922311,572.879632,18470000,3.357999086,17165396.63,3960344.803
4657,58,5289,776.2608856,648.6189523,20140000,4.486999989,34086436.67,5908353.917
533,47,536,56.38483419,67.61011084,3323000,3.85200119,23791404.27,1096413.545
1910,34,1463,276.4979162,185.2311022,7942000,4.157999277,22302216,2310355.364
4661,47,4603,774.6799708,704.9917182,23220000,4.625000715,26444704.2,5793438.867
5270,42,4790,772.4316542,767.7923101,25600000,5.296000004,18890179.87,7373615.223
1862,49,1871,418.1026211,431.8425999,15720000,4.526997805,19398488.5,4099747.566
2775,60,3174,709.4311188,420.0582588,17210000,4.421999931,27030503,4385650.777
2245,39,1922,337.2561084,331.7468928,10650000,4.4599998,24246386.71,2734154.183
2186,40,1890,307.538954,298.3137297,10370000,3.807001114,24913728.96,3167478.87
4595,47,4536,780.8195187,761.9348013,31980000,4.84800005,19402433.6,7268432.466
3401,36,2745,777.4458875,628.3493199,22090000,4.329999209,19356964,4873891.118
1055,31,759,119.5969298,68.40096332,3892000,3.996000767,18193622.75,1315014.695
3832,47,3784,775.1901311,729.5523192,27990000,4.897998095,16463192.75,6281276.766
2902,54,3148,778.9230654,575.415031,20160000,4.226999998,28256698.67,5346880.803
3236,54,3518,759.9726391,666.5347395,22890000,4.453001022,21214794.22,5432343.838
922,34,702,100.3618629,78.87327902,3377000,5.346001864,19199768,989962.9165
1893,60,2181,480.544267,285.8688684,12760000,4.116999149,22740735.96,2692885.709
2138,49,2185,381.9099558,520.6774491,17330000,4.834000111,21022953,3601919.91
4391,46,4289,781.6973858,749.9048655,29500000,5.803999186,26010026.67,8332226.447
2066,50,2144,593.8592614,416.4834973,15480000,4.574997902,18772108.68,3510127.564
1953,53,2077,454.5374325,476.8488376,16370000,3.862999678,15547408.6,3868950.359
2919,54,3196,748.0592696,478.2121375,18770000,4.346000195,19968908,4646209.063
717,45,688,197.3616957,47.16111908,4237000,4.585000753,25390514.67,1181062.089
3406,45,3252,777.823996,647.6868348,23720000,4.57500124,17790581.08,5867089.841
2294,41,2041,535.876218,329.0033224,14070000,4.534999132,27766202.67,3396763.482
3575,48,3580,776.9988106,708.7742554,23560000,4.496998072,28772748,6599272.409
1578,39,1358,409.9892754,139.1598588,8841000,3.630997658,27160540.5,2630064.595
524,48,537,46.22908543,32.05079532,1832000,4.027001143,20235750.08,563513.4188
2553,54,2789,707.991072,454.827126,17980000,4.760002136,16613376,4212378.755
1791,54,1952,484.1355347,405.8106679,16030000,3.885998726,18978259.85,3521905.17
2541,56,2818,750.664082,445.1128438,18190000,4.524999857,16727014.67,4738142.925
2189,43,2027,641.0496138,426.2432773,16580000,4.134000301,19699902.58,3114021.845
1317,30,914,209.6269841,90.71654748,5237000,4.931999207,24046608,1348664.561
2176,38,1834,547.6369996,264.1410193,12960000,4.523000002,20699436.13,2998632.481
3275,43,3019,782.9955647,658.0252322,21780000,4.289999962,36173806.33,5212243.63
3760,32,2753,714.7942834,545.9521841,19790000,5.912000656,24022776.8,6206020.176
2095,40,1804,489.3782219,315.3295128,13140000,4.294001818,27409577.58,3135605.527
3646,55,3974,764.2998427,634.8858377,20960000,3.771999836,31849442.67,5566442.581
2213,48,2223,675.7281484,388.8997563,15780000,4.754000902,17558423.5,3359526.098
2418,56,2722,611.8525127,519.9941459,17540000,4.176000118,16708899.27,4108513.409
654,52,678,164.2829732,82.97249708,5080000,3.57700181,16189456.26,1578049.331
4202,42,3814,779.7503363,734.709453,33550000,4.945999146,25117739.67,6317331.979
1471,31,1048,127.9655827,104.0955529,4210000,4.995001078,24605186.67,1368941.654
3611,57,4041,775.150237,668.7859016,22280000,4.520000219,30863818.33,6484260.604
1140,40,1015,253.6226452,90.27980382,5258000,3.569999933,22919106.67,1247381.747
3671,45,3534,778.9950193,703.3240401,33990000,4.974000454,24860092,7694068.049
3702,34,2839,761.722277,655.9376968,24100000,5.065001965,21542108.6,5505131.541
1071,54,1162,373.4420946,169.57679,9563000,4.350001812,15562246.65,2068167.205
4216,37,3459,787.1319107,738.7289572,35480000,5.251999855,199869264,64178988.9
4879,59,5579,773.4419792,502.6931819,20540000,4.27699995,31950818,5177040.29
4101,44,3859,777.0658003,709.3573042,30100000,4.892001867,18306056,6894037.527
3964,44,3721,781.9115651,715.1520612,31860000,5.422998667,25119823.58,6362509.549
3732,37,3072,780.2133027,712.5656286,26150000,4.126998901,16845391.42,5949954.092
2412,56,2667,599.7180364,422.6926564,16330000,4.263999939,25991665.33,3795277.782
1881,53,2020,386.3493647,404.1138525,14190000,4.464001894,16124330.09,3508409.512
4013,53,4282,771.5675294,671.3780463,22200000,5.044000149,24386121,5687593.132
3621,38,3042,779.7508342,688.333666,29260000,5.423998833,23824284.67,6547383.718
2779,58,3182,748.4444401,429.4690695,18980000,4.299998999,33479636.67,4674892.034
4973,60,5735,767.4383408,483.0192375,19170000,4.468999863,17454508.26,4827576.438
1868,53,1983,603.446993,288.6916864,14240000,4.411001921,18599013.17,3260500.925
4763,34,3664,757.9824516,612.936663,22660000,5.52200079,20526372.67,5650773.025
3813,43,3542,777.4321521,692.9462962,25510000,4.540997982,20559658.92,6143592.432
2640,56,2932,759.8230839,357.2927457,17320000,4.400999069,38219517.33,4812197.81
3999,43,3695,776.0487803,705.5213146,32570000,4.769001246,20935467.33,7133843.455
1683,37,1383,258.8367409,203.3382748,7870000,4.825001001,18693462.92,1913346.307
4512,53,4852,777.395214,688.6528351,23650000,4.589001179,24592446.67,7039771.651
3800,42,3456,768.149903,698.170103,27660000,4.553997993,22351521.33,6333913.304
2284,40,1976,332.5691224,280.3879091,12060000,4.120001078,25377258,2846419.81
2265,31,1613,538.28895,254.8154953,12420000,5.374999762,19901011.67,3020523.846
3517,54,3818,774.7532912,629.8478887,21250000,4.712999821,21196675.33,5307946.595
3954,60,4562,764.2635661,543.1480625,20070000,4.427999973,25074182.33,5879593.992
2808,37,2295,717.0213019,490.8935714,19440000,5.992001295,18901418.5,5161003.836
3739,60,4308,766.7526726,531.4349184,19500000,4.567000866,24104969.17,5323868.34
1643,60,1876,604.6475754,360.9572666,13330000,3.703999996,14809519.33,2919408.993
2939,37,2423,557.9781844,488.7359536,17430000,5.364999533,20084806.13,3870603.47
958,54,1049,281.4044143,115.1476305,7329000,3.714000225,15750009.33,1547761.535
5421,33,4064,386.9234226,295.2068793,14120000,6.764001608,30509039,6168253.913
4404,34,3390,765.6135944,719.5328155,25580000,5.832000017,24256037.33,7486151.389
1523,44,1429,356.4510813,287.9906824,9608000,3.786000013,22515058.67,2391722.442
3520,42,3182,758.3108032,677.5389674,24050000,4.832999945,19650646.67,6312339.521
558,43,510,28.53435324,67.60269846,2164000,1.911999702,3536532.083,354774.5753
1888,46,1852,422.7256767,234.7229639,11780000,3.792999744,21881247.46,2689471.063
4365,55,4785,778.3463338,600.7258714,20870000,4.349998951,23712063.33,6326095.093
5284,58,5996,750.7652548,519.9051454,20140000,4.055000067,20910467.21,6784176.735
943,57,1046,311.8638769,150.4672569,7450000,2.895999908,15956190.35,1834685.533
4115,33,3092,763.1505364,638.4302513,23150000,5.509000063,22191955.53,7070346.663
4380,37,3593,781.5866537,701.2566846,30430000,5.36000061,18778228,7128074.087
4821,35,3812,767.8788705,700.1245453,25690000,6.230000734,22998466.57,6253116.398
3419,37,2806,780.2595469,692.2674027,23660000,5.222002029,36404565.75,6920920.901
4721,40,4137,773.618646,742.3131528,29930000,5.49000001,16820640,7629668.588
4434,58,5040,766.6025551,509.9594979,20400000,4.6980021,34650742.67,6301095.762
4530,60,5246,769.2392506,492.195921,20900000,4.318001032,29010860.92,5654028.014
1318,55,1462,357.0027373,274.1119405,10730000,4.73699975,18057169,2782365.026
